Probe.Set.ID,Gene.Symbol,Gene.Title,Fold.Change: PE.E - PE.NE.NUPP,Fold.Change: ESE.E - ESE.NE.NUPP,Fold.Change: MSE.E - MSE.NE.NUPP
208095_s_at,SRP72,signal recognition particle 72kDa,-3.524547975,-2.956228875,-2.146283198
218395_at,ACTR6,ARP6 actin-related protein 6 homolog (yeast),-3.525648778,-2.862432658,-1.740477422
228141_at,GPX8,glutathione peroxidase 8 (putative),-3.525729701,-2.28761508,-2.067064621
219675_s_at,UXS1,UDP-glucuronate decarboxylase 1,-3.526466721,-2.263457961,-2.008239152
221428_s_at,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,-3.526639073,-2.88068376,-2.206204324
1553113_s_at,CDK8,cyclin-dependent kinase 8,-3.528501234,-2.77903446,-1.858076539
227973_at,C2orf69,chromosome 2 open reading frame 69,-3.529957843,-2.313787334,-1.575019759
230479_at,---,---,-3.530946067,-3.848994489,-2.692467149
222028_at,ZNF45,zinc finger protein 45,-3.531592404,-2.197004828,-2.262747228
203449_s_at,TERF1,telomeric repeat binding factor (NIMA-interacting) 1,-3.531771763,-2.098724449,-2.300421443
220926_s_at,EDEM3,"ER degradation enhancer, mannosidase alpha-like 3",-3.532242979,-2.138730328,-2.647663103
226270_at,EXOC2,exocyst complex component 2,-3.533116551,-2.259117894,-1.856842651
233252_s_at,STRBP,spermatid perinuclear RNA binding protein,-3.533291862,-2.296005613,-2.8061636
229850_at,KDSR,3-ketodihydrosphingosine reductase,-3.535338549,-3.007178472,-2.159846378
222761_at,BIVM,"basic, immunoglobulin-like variable motif containing",-3.53578455,-2.115270645,-2.165873907
212936_at,FAM172A,"family with sequence similarity 172, member A",-3.536616701,-2.580717251,-1.798806296
242648_at,KLHL8,kelch-like 8 (Drosophila),-3.537671178,-2.701628196,-2.029008784
209316_s_at,HBS1L,HBS1-like (S. cerevisiae),-3.538761795,-2.305583872,-2.077717587
1555882_at,SPIN3,"spindlin family, member 3",-3.538996998,-2.416214027,-1.991061927
225734_at,FBXO22,F-box protein 22,-3.539729564,-2.73655825,-1.776434938
231193_s_at,---,---,-3.540758626,-2.570681496,-2.395395998
223174_at,BTBD10,BTB (POZ) domain containing 10,-3.540850957,-2.05957204,-1.840541962
209943_at,FBXL4,F-box and leucine-rich repeat protein 4,-3.540984035,-3.082564835,-1.856432011
207614_s_at,CUL1,cullin 1,-3.541699023,-2.239221951,-2.02855259
1552789_at,SEC62,SEC62 homolog (S. cerevisiae),-3.544908445,-2.77005982,-2.054112243
225919_s_at,C9orf72,chromosome 9 open reading frame 72,-3.545504866,-2.216013884,-2.720975393
212897_at,CDK19,cyclin-dependent kinase 19,-3.545587594,-1.818527242,-2.51213699
222849_s_at,SCRN3,secernin 3,-3.548583567,-2.222800884,-2.237537577
209935_at,ATP2C1,"ATPase, Ca++ transporting, type 2C, member 1",-3.548614779,-3.758605826,-2.084083172
212263_at,QKI,"quaking homolog, KH domain RNA binding (mouse)",-3.549181147,-2.740705386,-1.800169035
224648_at,GPBP1,GC-rich promoter binding protein 1,-3.551564743,-2.521779507,-2.260680399
224873_s_at,MRPS25,mitochondrial ribosomal protein S25,-3.553694159,-2.48717383,-2.702109742
219974_x_at,ECHDC1,enoyl CoA hydratase domain containing 1,-3.553946755,-2.546688205,-1.669080909
202537_s_at,CHMP2B,chromatin modifying protein 2B,-3.554781493,-2.649198479,-2.122594691
206081_at,SLC24A1,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1",-3.555557955,-2.469862613,-1.876458962
239843_at,RIT1,Ras-like without CAAX 1,-3.557012417,-4.22861844,-1.627565072
227105_at,CSPP1,centrosome and spindle pole associated protein 1,-3.557664849,-1.956284896,-2.745583945
209127_s_at,SART3,squamous cell carcinoma antigen recognized by T cells 3,-3.55905385,-2.422202886,-2.310882875
222531_s_at,MUDENG,"MU-2/AP1M2 domain containing, death-inducing",-3.559751958,-2.225885596,-1.620225304
202722_s_at,GFPT1,glutamine--fructose-6-phosphate transaminase 1,-3.559777106,-1.73894522,-1.651469685
224651_at,CCNY,cyclin Y,-3.559891725,-2.955158599,-2.241931178
202892_at,CDC23,cell division cycle 23 homolog (S. cerevisiae),-3.560482189,-2.310077169,-1.840877592
207079_s_at,MED6,mediator complex subunit 6,-3.561136857,-2.533470651,-1.605645683
217933_s_at,LAP3,leucine aminopeptidase 3,-3.56115965,-2.468280295,-1.809751262
202211_at,ARFGAP3,ADP-ribosylation factor GTPase activating protein 3,-3.561775887,-2.551725309,-2.103934399
201065_s_at,GTF2I /// GTF2IP1 /// LOC100093631,"general transcription factor IIi /// general transcription factor IIi, pseudogene 1 /// general transcription factor II, i, pseudogene",-3.562012136,-1.887249134,-2.363480482
212835_at,FAM175B,"family with sequence similarity 175, member B",-3.562602558,-2.460711892,-1.787380984
222661_at,AGGF1,angiogenic factor with G patch and FHA domains 1,-3.56338018,-2.709388138,-1.522362341
231853_at,TUBD1,"tubulin, delta 1",-3.564388154,-2.313090918,-2.196333945
213289_at,APOOL,apolipoprotein O-like,-3.565042494,-2.398681211,-1.910075027
220775_s_at,UEVLD,UEV and lactate/malate dehyrogenase domains,-3.568112899,-2.909887807,-2.275005125
219164_s_at,ATG2B,ATG2 autophagy related 2 homolog B (S. cerevisiae),-3.568765682,-2.426757379,-3.348019086
212119_at,RHOQ,"ras homolog gene family, member Q",-3.568797228,-2.221536966,-2.10356257
225399_at,TSEN15,tRNA splicing endonuclease 15 homolog (S. cerevisiae),-3.569066691,-2.426827081,-1.755675913
201477_s_at,RRM1,ribonucleotide reductase M1,-3.570572291,-2.319210646,-1.877081245
203406_at,MFAP1,microfibrillar-associated protein 1,-3.571482203,-2.037008424,-2.031730542
226098_at,IFT80,intraflagellar transport 80 homolog (Chlamydomonas),-3.572668578,-2.221450469,-2.332684728
214724_at,DIXDC1,DIX domain containing 1,-3.573244995,-2.20528275,-2.655325616
209085_x_at,RFC1,"replication factor C (activator 1) 1, 145kDa",-3.576402815,-2.684640818,-2.188957544
235388_at,CHD9,chromodomain helicase DNA binding protein 9,-3.576732161,-1.995106517,-2.437866085
223418_x_at,ANKRD13C,ankyrin repeat domain 13C,-3.576958017,-2.3531998,-2.333554254
202416_at,DNAJC7,"DnaJ (Hsp40) homolog, subfamily C, member 7",-3.578376832,-2.222278004,-1.631264715
225564_at,SPATA13,spermatogenesis associated 13,-3.580819894,-2.200794571,-2.414023901
210839_s_at,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,-3.582032117,-2.330113631,-1.983491807
228734_at,---,---,-3.582079159,-4.203375291,-1.7748332
225313_at,C20orf177,chromosome 20 open reading frame 177,-3.582632085,-2.723959554,-1.637302878
218823_s_at,KCTD9,potassium channel tetramerisation domain containing 9,-3.584075466,-2.645255955,-2.167172298
201873_s_at,ABCE1,"ATP-binding cassette, sub-family E (OABP), member 1",-3.584663631,-2.469579098,-1.881665424
200813_s_at,PAFAH1B1,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)",-3.586680586,-2.093735183,-2.816893957
225138_at,ZRANB1,"zinc finger, RAN-binding domain containing 1",-3.586927651,-2.701199123,-2.234631195
218331_s_at,C10orf18,chromosome 10 open reading frame 18,-3.588767309,-1.914132475,-2.081394487
225994_at,CPSF2,"cleavage and polyadenylation specific factor 2, 100kDa",-3.589871199,-2.806265475,-1.729821007
212573_at,ENDOD1,endonuclease domain containing 1,-3.591437649,-2.48198225,-2.591255703
230893_at,DNAJC21,"DnaJ (Hsp40) homolog, subfamily C, member 21",-3.591940392,-2.421202405,-2.426942078
225149_at,PCID2,PCI domain containing 2,-3.592329062,-3.263849916,-2.123272115
223331_s_at,DDX20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,-3.593908599,-1.933439443,-1.724070211
202053_s_at,ALDH3A2,"aldehyde dehydrogenase 3 family, member A2",-3.595475091,-1.775331327,-2.720867948
202033_s_at,RB1CC1,RB1-inducible coiled-coil 1,-3.595526148,-1.943556033,-2.149406374
224934_at,YIPF5,"Yip1 domain family, member 5",-3.596823856,-2.190298978,-2.366787695
223230_at,PRPF38A,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,-3.59699272,-2.145222488,-1.927549667
225159_s_at,ELK4,"ELK4, ETS-domain protein (SRF accessory protein 1)",-3.597333753,-1.902980875,-1.938601034
202786_at,STK39,serine threonine kinase 39,-3.599648261,-1.977233972,-2.40741653
207855_s_at,CLCC1,chloride channel CLIC-like 1,-3.599760327,-2.618049878,-2.594392965
212709_at,NUP160,nucleoporin 160kDa,-3.600969059,-2.179789336,-1.814156164
231061_at,---,---,-3.602308934,-2.158969896,-1.755999163
204333_s_at,AGA,aspartylglucosaminidase,-3.602488389,-2.476963982,-2.036451821
226608_at,C16orf87,chromosome 16 open reading frame 87,-3.602558291,-2.887410872,-2.112352358
218613_at,PSD3,pleckstrin and Sec7 domain containing 3,-3.603462264,-2.704807686,-1.890351027
210117_at,SPAG1,sperm associated antigen 1,-3.604747585,-3.266516968,-2.201650661
222458_s_at,AKIRIN1,akirin 1,-3.604989015,-2.595911667,-2.098778938
223403_s_at,POLR1B,"polymerase (RNA) I polypeptide B, 128kDa",-3.60549694,-2.598687762,-1.775416517
218617_at,TRIT1,tRNA isopentenyltransferase 1,-3.605786487,-2.37168249,-1.903610136
205339_at,STIL,SCL/TAL1 interrupting locus,-3.606117979,-2.755638794,-1.559076691
222714_s_at,LACTB2,"lactamase, beta 2",-3.607322995,-2.947711627,-2.070427294
218181_s_at,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,-3.609139205,-2.672490558,-1.775995778
222624_s_at,ZNF639,zinc finger protein 639,-3.609455855,-3.251711676,-1.680001989
1558048_x_at,---,---,-3.609669214,-5.504404891,-7.768156597
218827_s_at,CEP192,centrosomal protein 192kDa,-3.609949842,-2.342048513,-1.960721388
217895_at,PTCD3,Pentatricopeptide repeat domain 3,-3.61023891,-2.160536183,-1.940280736
243198_at,TEX9,testis expressed 9,-3.615187979,-2.926053862,-1.557781353
206414_s_at,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",-3.618344355,-2.22999876,-2.066113422
204064_at,THOC1,THO complex 1,-3.618595202,-1.84658827,-2.105340656
217904_s_at,BACE1,beta-site APP-cleaving enzyme 1,-3.621108382,-1.798539607,-1.954080338
226458_at,---,---,-3.621229246,-1.997665475,-1.910011577
222975_s_at,CSDE1,"cold shock domain containing E1, RNA-binding",-3.621957746,-2.324046585,-1.794215534
220761_s_at,TAOK3,TAO kinase 3,-3.622707963,-2.408596587,-2.153509159
226363_at,ABCC5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",-3.624376476,-2.664021892,-2.115334576
221677_s_at,DONSON,downstream neighbor of SON,-3.625062165,-2.152289862,-1.638958305
229623_at,TMEM150C,Transmembrane protein 150C,-3.628252862,-2.795711912,-1.688811373
203767_s_at,STS,"steroid sulfatase (microsomal), isozyme S",-3.628737742,-2.482536213,-2.218398417
227712_at,LYRM2,LYR motif containing 2,-3.6314193,-3.09752669,-2.043624542
218905_at,INTS8,integrator complex subunit 8,-3.631858016,-1.877461727,-1.772543395
202568_s_at,MARK3,MAP/microtubule affinity-regulating kinase 3,-3.631901991,-2.085282821,-2.038567943
226025_at,ANKRD28,ankyrin repeat domain 28,-3.632014851,-1.988337168,-2.227103504
212058_at,SR140,U2-associated SR140 protein,-3.632883422,-2.026842775,-2.21372569
227601_at,METTL14,methyltransferase like 14,-3.634276287,-1.650448583,-2.086470648
220171_x_at,KIAA1704,KIAA1704,-3.634779909,-2.763461033,-1.849096153
203202_at,KRR1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",-3.635177709,-2.143051266,-1.504049134
225798_at,JAZF1,JAZF zinc finger 1,-3.637149339,-2.385934941,-2.450346914
204557_s_at,DZIP1,DAZ interacting protein 1,-3.637373566,-2.450981631,-3.094539177
212467_at,DNAJC13,"DnaJ (Hsp40) homolog, subfamily C, member 13",-3.637527018,-2.471481328,-3.288262095
201512_s_at,TOMM70A,translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae),-3.637894094,-2.209842558,-1.636220819
224714_at,MKI67IP,MKI67 (FHA domain) interacting nucleolar phosphoprotein,-3.638419581,-2.261985755,-1.741295871
225702_at,C8orf76,chromosome 8 open reading frame 76,-3.639353861,-3.766983215,-1.985820813
201067_at,PSMC2,"proteasome (prosome, macropain) 26S subunit, ATPase, 2",-3.640854991,-2.523315769,-2.152697182
239106_at,CA5BP,Carbonic anhydrase VB pseudogene,-3.642180797,-2.255908547,-1.701199912
226763_at,SESTD1,SEC14 and spectrin domains 1,-3.644032346,-2.276534243,-2.305184986
218801_at,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2,-3.645706157,-1.823143131,-2.794816248
202395_at,NSF,N-ethylmaleimide-sensitive factor,-3.645901311,-1.992190804,-1.716802654
211423_s_at,SC5DL,"sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like",-3.647303927,-2.686634529,-1.779341854
204062_s_at,ULK2,unc-51-like kinase 2 (C. elegans),-3.651209457,-2.707916146,-2.233960328
230788_at,GCNT2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",-3.652493106,-2.510311497,-2.746415895
224812_at,HIBADH,3-hydroxyisobutyrate dehydrogenase,-3.652652684,-2.502032236,-2.740518265
224787_s_at,RAB18,"RAB18, member RAS oncogene family",-3.652947711,-2.082707371,-1.872974713
208022_s_at,CDC14B,CDC14 cell division cycle 14 homolog B (S. cerevisiae),-3.653471888,-2.627986865,-4.052767963
1554489_a_at,CEP70,centrosomal protein 70kDa,-3.65365551,-2.291410022,-3.754148416
222522_x_at,MRPS10,mitochondrial ribosomal protein S10,-3.654411939,-2.182168549,-1.769487403
204831_at,CDK8,cyclin-dependent kinase 8,-3.655494955,-2.472934696,-1.638246746
214663_at,DSTYK,dual serine/threonine and tyrosine protein kinase,-3.65550171,-3.813005272,-2.509763313
218047_at,OSBPL9,oxysterol binding protein-like 9,-3.657100748,-2.003056275,-2.068578121
222516_at,AP3M1,"adaptor-related protein complex 3, mu 1 subunit",-3.659061106,-1.894803315,-2.606808823
208840_s_at,G3BP2,GTPase activating protein (SH3 domain) binding protein 2,-3.662169714,-1.99553386,-2.079436487
226743_at,SLFN11,schlafen family member 11,-3.663602196,-2.546966194,-1.647772707
227523_s_at,PHF20L1,PHD finger protein 20-like 1,-3.666264522,-2.003182043,-2.668785006
222631_at,PI4K2B,phosphatidylinositol 4-kinase type 2 beta,-3.666476892,-2.531805607,-1.977382967
226090_x_at,RABL3,"RAB, member of RAS oncogene family-like 3",-3.66752276,-2.72096398,-2.113467655
223412_at,KBTBD7,kelch repeat and BTB (POZ) domain containing 7,-3.667789441,-2.895750465,-2.118150914
201604_s_at,PPP1R12A,"protein phosphatase 1, regulatory (inhibitor) subunit 12A",-3.668459456,-2.565954075,-2.055744054
228751_at,CLK4,CDC-like kinase 4,-3.668820994,-2.033317899,-3.153930391
203067_at,PDHX,"pyruvate dehydrogenase complex, component X",-3.670622156,-2.172029738,-2.161075487
218513_at,C4orf43,chromosome 4 open reading frame 43,-3.671291821,-4.705010035,-1.864446462
200843_s_at,EPRS,glutamyl-prolyl-tRNA synthetase,-3.671946709,-1.801120807,-2.121518956
219274_at,TSPAN12,tetraspanin 12,-3.674071109,-2.130957091,-2.144960275
208911_s_at,PDHB,pyruvate dehydrogenase (lipoamide) beta,-3.674629201,-2.649526966,-1.600368744
203253_s_at,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2,-3.677124814,-2.054545552,-2.591073804
204417_at,GALC,galactosylceramidase,-3.677170411,-1.746439533,-1.921842913
203447_at,PSMD5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",-3.678350672,-2.570186075,-2.09279046
202680_at,GTF2E2,"general transcription factor IIE, polypeptide 2, beta 34kDa",-3.678674823,-2.386477381,-1.888921395
229732_at,ZNF823,zinc finger protein 823,-3.679180544,-2.783014095,-2.166064444
222508_s_at,ARGLU1,arginine and glutamate rich 1,-3.679241975,-1.771268641,-2.111044133
1557067_s_at,LUC7L,LUC7-like (S. cerevisiae),-3.682042222,-2.322408095,-2.256996239
222235_s_at,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,-3.683385447,-2.257396039,-1.925671896
221531_at,WDR61,WD repeat domain 61,-3.683577363,-2.588514074,-2.351649632
242429_at,ZNF567,zinc finger protein 567,-3.683773164,-2.096766136,-2.133435029
202293_at,STAG1,stromal antigen 1,-3.684088187,-2.782893205,-2.346401843
223439_at,NKAP,NFKB activating protein,-3.684160162,-2.695256901,-1.960169518
205089_at,ZNF7,zinc finger protein 7,-3.68450795,-2.755705816,-2.224120084
212651_at,RHOBTB1,Rho-related BTB domain containing 1,-3.687277484,-2.191902016,-2.036154786
225064_at,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",-3.689249332,-2.533248408,-1.79201112
212208_at,MED13L,mediator complex subunit 13-like,-3.689417331,-1.856409012,-2.991476027
202745_at,USP8,ubiquitin specific peptidase 8,-3.689877824,-2.108094658,-2.583596284
231864_at,ZNF33A,zinc finger protein 33A,-3.690328781,-2.239410141,-2.975965179
201830_s_at,NET1,neuroepithelial cell transforming 1,-3.69120578,-2.280259534,-1.80638119
203079_s_at,CUL2,cullin 2,-3.692585158,-3.213636432,-1.669180351
201351_s_at,YME1L1,YME1-like 1 (S. cerevisiae),-3.692670272,-2.114952699,-2.030389523
211953_s_at,IPO5,importin 5,-3.695717527,-2.604953217,-1.913609451
207483_s_at,CAND1,cullin-associated and neddylation-dissociated 1,-3.696137142,-1.991000913,-2.166745072
232038_at,C6orf170,chromosome 6 open reading frame 170,-3.696478354,-2.705354824,-2.008160715
202864_s_at,SP100,SP100 nuclear antigen,-3.697425018,-2.157288807,-2.149539109
222204_s_at,RRN3,RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae),-3.698308109,-3.292441297,-1.92916973
200751_s_at,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2),-3.69838127,-2.171216673,-2.270461888
222466_s_at,MRPL42,mitochondrial ribosomal protein L42,-3.698767816,-2.166273906,-1.566391862
206554_x_at,SETMAR,SET domain and mariner transposase fusion gene,-3.699482493,-2.954173934,-1.763922514
219913_s_at,CRNKL1,crooked neck pre-mRNA splicing factor-like 1 (Drosophila),-3.69976596,-2.204780692,-1.941513025
208740_at,SAP18,"Sin3A-associated protein, 18kDa",-3.705321694,-2.552054262,-1.930148287
238601_at,PHKB,"phosphorylase kinase, beta",-3.705559184,-2.525966353,-2.77534931
229327_s_at,---,---,-3.70575592,-2.902787276,-2.089201769
233587_s_at,SIPA1L2,signal-induced proliferation-associated 1 like 2,-3.706913474,-2.159221111,-3.75742305
219209_at,IFIH1,interferon induced with helicase C domain 1,-3.708382459,-1.702431488,-2.437516082
202085_at,TJP2,tight junction protein 2 (zona occludens 2),-3.708542668,-1.957736384,-2.12153518
218185_s_at,ARMC1,armadillo repeat containing 1,-3.710130615,-2.153881957,-2.034456064
212568_s_at,DLAT,dihydrolipoamide S-acetyltransferase,-3.711680923,-2.371810973,-2.212897838
1552532_a_at,ATP6V1C2,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2",-3.71225869,-3.805249159,-4.506052453
209920_at,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",-3.712583553,-2.208345214,-2.620340428
213496_at,LPPR4,lipid phosphate phosphatase-related protein type 4,-3.712636581,-3.875261564,-2.037728957
221986_s_at,KLHL24,kelch-like 24 (Drosophila),-3.714530434,-2.0020048,-2.767613837
201583_s_at,SEC23B,Sec23 homolog B (S. cerevisiae),-3.715040512,-2.100841426,-2.020932666
212785_s_at,LARP7,"La ribonucleoprotein domain family, member 7",-3.715527687,-2.055254462,-2.034682194
201179_s_at,GNAI3,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3",-3.715984931,-2.757424776,-1.647321586
232297_at,KLHL5,kelch-like 5 (Drosophila),-3.717230054,-2.282708418,-2.194009384
1555910_at,PTCD2,pentatricopeptide repeat domain 2,-3.717629924,-3.170030799,-1.775862445
